STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
UTTAR PRADESH,SITAPUR,2006,124,115,48,47,0,47,78,68,10,2,0,33,82,387,51,336,60,38,58,0,30,273,58,68,34,83,0,157,862,2637
UTTAR PRADESH,SONBHADRA,2006,31,21,17,8,0,8,4,3,1,0,0,5,25,41,12,29,11,12,24,0,3,53,10,14,32,9,0,89,100,509
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,19,21,11,2,0,2,5,4,1,1,0,10,24,47,16,31,18,17,13,0,1,75,9,6,14,19,0,47,79,438
UTTAR PRADESH,SULTANPUR,2006,77,104,21,25,0,25,31,26,5,3,0,32,81,169,62,107,41,37,44,1,1,130,23,21,23,55,0,109,391,1419
UTTAR PRADESH,UNNAO,2006,96,70,35,37,0,37,44,40,4,3,1,19,44,159,53,106,37,16,25,0,0,217,37,35,26,58,0,150,466,1575
UTTAR PRADESH,VARANASI,2006,73,65,19,16,0,16,45,36,9,0,5,40,123,714,520,194,120,69,102,18,6,158,23,10,46,90,0,55,865,2662
WEST BENGAL,24 PARGANAS NORTH,2006,154,82,39,174,0,174,186,140,46,15,397,29,37,1440,431,1009,180,61,100,22,5,349,74,175,5,1049,0,3,3200,7776
WEST BENGAL,24 PARGANAS SOUTH,2006,138,4,34,190,0,190,155,154,1,14,227,17,165,1019,298,721,289,1,110,2,6,390,68,157,3,1105,0,67,3235,7396
WEST BENGAL,ASANSOL,2006,42,16,18,19,0,19,16,12,4,3,40,17,9,154,35,119,51,3,15,0,3,47,13,11,0,158,0,87,977,1699
WEST BENGAL,BANKURA,2006,55,38,5,51,0,51,26,22,4,9,16,16,6,205,15,190,62,18,24,1,5,294,24,43,0,133,0,130,121,1282
WEST BENGAL,BIRBHUM,2006,72,10,13,57,0,57,39,37,2,9,31,32,21,264,51,213,124,15,25,5,5,146,18,34,2,175,0,153,375,1625
WEST BENGAL,BURDWAN,2006,90,13,25,64,0,64,41,30,11,12,79,43,38,568,182,386,201,7,112,4,13,158,27,91,0,519,0,334,1458,3897
WEST BENGAL,COOCHBEHAR,2006,31,8,5,124,0,124,48,48,0,2,0,6,10,135,37,98,45,12,41,4,0,78,5,116,0,309,0,88,630,1697
WEST BENGAL,DAKSHIN DINAJPUR,2006,26,41,16,32,0,32,49,37,12,1,6,4,10,95,9,86,36,8,15,4,4,59,11,60,0,140,0,77,407,1101
WEST BENGAL,DARJEELING,2006,52,2,10,30,0,30,43,43,0,4,37,5,15,448,76,372,14,23,8,3,0,239,1,44,0,79,0,81,544,1682
WEST BENGAL,HOOGHLY,2006,81,56,18,43,0,43,28,28,0,11,122,25,35,511,170,341,254,4,37,3,11,269,8,37,0,467,0,270,930,3220
WEST BENGAL,HOWRAH,2006,53,5,14,60,0,60,66,59,7,6,66,8,13,639,198,441,160,15,127,3,2,481,26,75,6,368,0,288,1152,3633
WEST BENGAL,HOWRAH G.R.P.,2006,9,3,3,0,0,0,3,1,2,3,17,4,1,696,2,694,2,0,21,1,0,2,2,5,0,0,0,1,53,826
WEST BENGAL,JALPAIGURI,2006,86,40,44,118,0,118,56,50,6,5,19,18,25,497,67,430,32,39,22,6,1,230,6,102,0,250,0,260,754,2610
WEST BENGAL,KHARAGPUR G.R.P.,2006,2,1,0,0,0,0,0,0,0,1,4,4,0,88,0,88,1,0,0,0,0,1,1,3,1,0,0,0,19,126
WEST BENGAL,KOLKATA,2006,25,72,11,38,0,38,94,76,18,11,56,51,115,2566,581,1985,167,210,963,16,0,1057,4,173,37,276,1,488,2950,9381
WEST BENGAL,MALDA,2006,63,58,30,74,0,74,48,40,8,10,10,26,34,399,151,248,53,1,4,10,0,580,5,110,1,152,0,0,434,2102
WEST BENGAL,MURSHIDABAD,2006,95,39,46,224,0,224,118,111,7,6,37,22,6,702,204,498,175,22,63,25,15,875,30,217,3,735,0,248,1056,4759
WEST BENGAL,NADIA,2006,101,16,20,158,0,158,152,134,18,14,20,16,16,846,88,758,164,0,143,7,9,608,43,175,1,613,0,250,1300,4672
WEST BENGAL,PASCHIM MIDNAPUR,2006,99,57,20,79,0,79,50,50,0,15,26,30,24,327,32,295,153,35,28,1,13,88,25,73,3,283,0,1,1270,2700
WEST BENGAL,PURAB MIDNAPUR,2006,61,37,10,71,0,71,59,59,0,7,14,10,12,262,31,231,125,40,43,3,6,32,27,37,1,285,0,210,1047,2399
WEST BENGAL,PURULIA,2006,41,0,9,48,0,48,13,13,0,3,15,20,4,141,11,130,55,1,23,0,0,0,20,41,0,136,0,0,524,1094
WEST BENGAL,SEALDAH G.R.P.,2006,12,2,1,1,0,1,5,5,0,4,16,8,0,174,0,174,2,0,7,2,0,4,2,4,0,0,0,2,49,295
WEST BENGAL,SILIGURI G.R.P.,2006,3,0,0,0,0,0,4,4,0,0,0,0,0,63,0,63,6,0,0,0,0,0,0,1,0,0,0,0,22,99
WEST BENGAL,UTTAR DINAJPUR,2006,34,72,10,76,0,76,56,46,10,12,8,15,5,293,45,248,34,4,16,13,13,312,5,53,0,182,0,1,767,1981
ANDHRA PRADESH,ADILABAD,2007,112,61,12,46,0,46,83,72,11,4,0,9,211,481,80,401,95,15,179,2,17,1244,21,156,133,335,0,309,2160,5685
ANDHRA PRADESH,ANANTAPUR,2007,149,85,3,31,0,31,87,35,52,10,0,20,203,603,76,527,85,13,125,17,8,1073,14,176,194,0,0,398,1888,5182
ANDHRA PRADESH,CHITTOOR,2007,129,72,2,31,0,31,102,47,55,27,0,25,217,1134,302,832,74,26,248,5,48,1101,25,118,197,395,0,620,2499,7095
ANDHRA PRADESH,CUDDAPAH,2007,96,47,3,32,0,32,76,68,8,4,0,8,163,420,106,314,85,30,221,4,29,982,8,139,94,242,0,467,2350,5500
ANDHRA PRADESH,CYBERABAD,2007,186,84,8,45,0,45,147,100,47,21,4,90,1165,2928,1124,1804,88,103,1192,5,74,3641,41,118,55,881,0,1188,2172,14236
ANDHRA PRADESH,EAST GODAVARI,2007,99,114,2,30,0,30,84,64,20,1,0,19,428,1361,398,963,26,75,320,19,52,2538,19,159,131,561,0,692,1850,8580
ANDHRA PRADESH,GUNTAKAL RLY.,2007,3,0,0,0,0,0,2,1,1,2,0,2,0,119,0,119,0,0,1,4,0,8,0,0,4,3,0,2,25,175
ANDHRA PRADESH,GUNTUR,2007,157,190,1,43,0,43,93,79,14,4,0,19,251,1128,290,838,60,42,376,18,77,1567,28,292,214,569,0,612,2918,8659
ANDHRA PRADESH,HYDERABAD CITY,2007,121,147,9,58,0,58,148,74,74,6,0,96,993,4542,1685,2857,214,116,1669,7,37,4352,41,216,128,1365,0,502,2624,17391
ANDHRA PRADESH,KARIMNAGAR,2007,123,95,5,73,0,73,152,135,17,3,0,16,301,803,8,795,158,52,432,0,55,2971,61,315,278,687,0,483,1472,8535
ANDHRA PRADESH,KHAMMAM,2007,125,58,5,81,0,81,104,73,31,4,0,27,242,562,93,469,159,20,162,10,28,1137,28,176,272,422,0,463,2130,6215
ANDHRA PRADESH,KRISHNA,2007,64,52,1,27,0,27,57,47,10,0,0,10,164,521,65,456,20,16,147,8,53,2370,13,161,150,348,0,307,689,5178
ANDHRA PRADESH,KURNOOL,2007,124,119,2,36,0,36,85,64,21,12,0,11,247,406,121,285,88,37,226,12,41,1234,7,327,219,364,0,465,2097,6159
ANDHRA PRADESH,MAHABOOBNAGAR,2007,173,63,31,87,0,87,86,75,11,10,0,34,261,759,6,753,87,19,198,4,77,2151,27,132,21,218,0,666,1285,6389
ANDHRA PRADESH,MEDAK,2007,128,95,13,51,0,51,65,56,9,2,0,25,268,602,133,469,62,11,253,3,66,1869,49,115,96,346,0,963,988,6070
ANDHRA PRADESH,NALGONDA,2007,135,55,4,69,0,69,87,75,12,8,0,45,240,468,109,359,117,16,232,6,82,1816,36,233,112,429,0,718,3052,7960
ANDHRA PRADESH,NELLORE,2007,68,81,3,44,0,44,67,65,2,2,0,11,239,718,169,549,63,30,168,5,59,2299,14,203,123,331,0,416,1047,5991
ANDHRA PRADESH,NIZAMABAD,2007,151,77,9,23,0,23,60,48,12,22,1,17,287,490,83,407,84,20,161,5,40,1695,25,88,59,455,0,418,991,5178
ANDHRA PRADESH,PRAKASHAM,2007,78,63,1,40,0,40,74,65,9,4,0,20,207,511,126,385,27,27,199,12,122,1303,7,171,266,261,0,352,1910,5655
ANDHRA PRADESH,RANGA REDDY,2007,72,21,6,21,0,21,27,10,17,3,0,2,110,150,18,132,19,8,67,0,26,872,25,40,10,93,0,182,416,2170
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,12,0,0,0,0,0,0,0,0,0,0,6,0,339,0,339,0,0,8,14,0,13,0,2,0,0,0,4,47,445
ANDHRA PRADESH,SRIKAKULAM,2007,31,5,0,30,0,30,19,19,0,2,0,8,142,206,16,190,35,17,93,4,40,1607,12,99,57,345,0,263,883,3898
ANDHRA PRADESH,VIJAYAWADA CITY,2007,33,44,3,17,0,17,64,49,15,0,0,31,225,1377,326,1051,2,44,339,3,18,1671,10,131,202,531,0,265,577,5587
ANDHRA PRADESH,VIJAYAWADA RLY.,2007,3,1,0,0,0,0,0,0,0,1,0,4,0,293,0,293,2,1,4,0,0,5,0,4,1,1,0,6,47,373
ANDHRA PRADESH,VISAKHA RURAL,2007,70,36,6,12,0,12,11,11,0,2,0,7,90,111,2,109,57,5,73,5,20,1682,7,57,24,167,0,382,454,3278
ANDHRA PRADESH,VISAKHAPATNAM,2007,21,23,1,24,0,24,39,23,16,9,1,24,370,1215,417,798,24,65,285,16,9,513,14,100,25,535,0,255,1912,5480
ANDHRA PRADESH,VIZIANAGARAM,2007,34,30,0,10,0,10,23,20,3,3,0,5,97,253,1,252,17,8,66,5,11,495,3,90,46,270,0,239,1551,3256
ANDHRA PRADESH,WARANGAL,2007,106,61,5,57,0,57,138,109,29,1,0,15,277,697,202,495,217,8,294,9,63,1690,56,279,50,608,0,469,2233,7333
ANDHRA PRADESH,WEST GODAVARI,2007,62,106,0,52,0,52,117,80,37,3,0,8,279,1194,227,967,33,45,365,22,24,2223,22,309,155,573,0,523,1319,7434
GOA,NORTH GOA,2007,15,13,6,5,0,5,3,2,1,0,0,9,180,275,119,156,47,19,22,9,16,89,2,8,4,3,0,128,437,1290
GOA,SOUTH GOA,2007,18,10,1,15,0,15,9,5,4,7,0,13,112,219,88,131,23,17,33,1,8,61,0,12,3,11,0,119,497,1189
HIMACHAL PRADESH,BILASPUR,2007,1,4,1,6,0,6,11,9,2,0,0,6,50,81,19,62,34,15,18,1,12,57,0,33,1,28,0,44,701,1104
HIMACHAL PRADESH,CHAMBA,2007,9,3,0,15,0,15,11,11,0,0,0,0,131,54,12,42,21,3,8,3,10,72,0,20,1,6,0,66,347,780
HIMACHAL PRADESH,G.R.P.,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
HIMACHAL PRADESH,HAMIRPUR,2007,7,1,1,5,0,5,16,15,1,0,0,1,71,67,8,59,32,5,9,2,15,245,1,29,13,35,0,26,541,1122
HIMACHAL PRADESH,KANGRA,2007,22,11,1,20,0,20,25,19,6,0,0,1,94,125,31,94,136,12,31,1,13,197,3,38,4,72,0,6,1399,2211
HIMACHAL PRADESH,KINNAUR,2007,7,0,0,9,0,9,1,1,0,0,0,0,31,12,1,11,13,6,5,0,1,11,0,1,0,4,0,20,94,215
HIMACHAL PRADESH,KULLU,2007,11,2,1,22,0,22,12,11,1,1,0,2,61,74,13,61,64,5,20,1,5,51,0,22,3,18,0,48,597,1020
HIMACHAL PRADESH,LAHAUL-SPITI,2007,1,0,0,1,0,1,1,1,0,0,0,0,2,3,0,3,3,0,0,0,0,3,0,1,0,0,0,13,53,81
HIMACHAL PRADESH,MANDI,2007,14,7,1,30,0,30,25,23,2,0,0,3,85,117,32,85,68,23,21,0,32,112,0,70,6,60,0,81,1448,2203
HIMACHAL PRADESH,SHIMLA,2007,15,15,1,27,0,27,28,26,2,0,0,9,126,246,34,212,111,22,47,0,37,64,1,46,0,44,0,96,1191,2126
HIMACHAL PRADESH,SIRMAUR,2007,16,4,0,7,0,7,12,9,3,0,0,0,48,69,22,47,61,7,12,0,4,41,0,26,0,26,0,65,391,789
HIMACHAL PRADESH,SOLAN,2007,10,9,2,8,0,8,17,16,1,2,0,0,112,143,58,85,70,23,24,2,10,364,3,26,0,30,0,82,683,1620
HIMACHAL PRADESH,UNA,2007,14,1,1,9,0,9,12,9,3,2,0,1,66,98,34,64,35,11,17,1,2,101,0,10,5,19,0,50,492,947
KARNATAKA,BAGALKOT,2007,38,24,3,4,0,4,27,17,10,8,3,11,60,125,41,84,123,4,44,5,15,245,2,51,3,70,0,0,1179,2044
KARNATAKA,BANGALORE COMMR.,2007,246,264,7,62,1,61,119,35,84,41,203,545,1485,7377,3667,3710,425,183,2052,45,2,2381,54,187,2,290,0,110,10969,27049
KARNATAKA,BANGALORE RURAL,2007,176,43,0,29,0,29,43,13,30,18,0,55,330,834,173,661,504,23,86,0,10,1012,32,99,0,103,0,0,5180,8577
KARNATAKA,BELGAUM,2007,110,84,3,22,0,22,42,28,14,7,1,51,224,459,202,257,372,21,253,8,39,944,10,129,2,232,0,21,3744,6778
KARNATAKA,BELLARY,2007,62,51,0,14,0,14,17,15,2,2,3,25,139,226,81,145,222,6,70,4,11,530,7,71,0,62,0,15,2099,3636
KARNATAKA,BIDAR,2007,42,46,11,11,0,11,26,20,6,7,0,25,160,197,55,142,172,7,22,2,19,946,4,103,1,81,0,0,1757,3639
KARNATAKA,BIJAPUR,2007,49,28,1,17,0,17,30,13,17,2,10,31,129,155,45,110,298,6,72,3,23,690,2,80,0,145,0,0,1447,3218
KARNATAKA,CHAMARAJNAGAR,2007,19,11,1,3,0,3,7,4,3,1,0,2,58,84,18,66,77,3,15,0,0,432,2,26,0,18,0,0,614,1373
KARNATAKA,CHICKMAGALUR,2007,32,29,2,11,0,11,11,7,4,6,2,22,126,169,43,126,121,3,20,3,7,702,4,55,3,108,0,3,1375,2814
KARNATAKA,CHITRADURGA,2007,32,20,0,10,0,10,21,7,14,1,0,23,114,183,40,143,238,6,27,1,8,821,9,65,1,51,0,0,2298,3929
KARNATAKA,DAKSHIN KANNADA,2007,26,37,1,11,0,11,11,8,3,3,2,19,266,215,108,107,195,9,93,6,20,502,2,36,3,46,0,12,2373,3888
KARNATAKA,DAVANAGERE,2007,19,22,1,10,0,10,16,11,5,2,2,20,134,205,49,156,220,13,41,3,0,472,5,49,2,102,0,0,1437,2775
KARNATAKA,DHARWAD COMMR.,2007,16,20,0,5,0,5,16,12,4,1,4,60,147,273,118,155,104,17,133,6,0,184,3,10,1,30,0,5,1018,2053
KARNATAKA,DHARWAD RURAL,2007,30,13,0,7,0,7,6,3,3,4,0,4,19,45,15,30,64,8,21,0,0,114,0,8,0,10,0,0,643,996
KARNATAKA,GADAG,2007,17,17,0,4,0,4,5,2,3,2,0,8,50,68,22,46,111,6,27,0,3,131,3,31,0,23,0,91,425,1022
KARNATAKA,GULBARGA,2007,91,90,1,35,0,35,54,38,16,9,3,64,185,262,83,179,498,17,77,2,46,1205,19,91,0,127,0,19,2057,4952
KARNATAKA,HASSAN,2007,54,35,1,13,0,13,15,9,6,2,0,30,191,278,111,167,130,5,99,0,0,1032,11,77,0,83,0,0,2475,4531
KARNATAKA,HAVERI,2007,17,21,3,8,0,8,21,6,15,4,0,5,93,95,33,62,197,11,33,6,0,249,5,35,0,27,0,169,1044,2043
KARNATAKA,K.G.F.,2007,12,23,0,7,0,7,7,6,1,1,1,11,48,90,12,78,39,1,15,0,0,208,7,29,0,21,0,0,344,864
KARNATAKA,KODAGU,2007,25,28,2,4,0,4,11,9,2,2,0,8,103,129,26,103,48,2,19,1,4,453,4,20,1,43,0,2,704,1613
KARNATAKA,KOLAR,2007,66,62,1,19,0,19,35,24,11,7,0,19,133,389,113,276,291,1,37,0,0,720,17,44,0,50,0,5,1850,3746
KARNATAKA,KOPPAL,2007,19,10,7,6,0,6,5,5,0,1,0,10,85,74,23,51,121,1,18,0,2,199,1,32,0,48,0,0,1001,1640
KARNATAKA,MANDYA,2007,48,43,0,17,0,17,15,14,1,3,0,9,142,254,103,151,180,8,27,4,0,799,15,66,0,95,0,0,2511,4236
KARNATAKA,MYSORE COMMR.,2007,26,38,0,13,0,13,19,13,6,4,3,103,173,573,329,244,84,5,78,5,0,258,4,25,0,123,0,0,1403,2937
KARNATAKA,MYSORE RURAL,2007,60,45,0,20,0,20,11,4,7,7,0,10,90,190,42,148,182,6,24,4,0,855,11,77,0,108,0,0,1495,3195
KARNATAKA,RAICHUR,2007,44,31,2,19,0,19,23,20,3,5,0,8,110,142,34,108,214,7,74,6,16,569,3,61,2,97,0,10,1430,2873
KARNATAKA,RAILWAYS,2007,17,4,0,0,0,0,2,0,2,3,2,21,0,367,7,360,4,1,2,1,0,10,0,0,0,0,0,0,54,488
KARNATAKA,SHIMOGA,2007,40,43,2,23,0,23,26,21,5,12,1,41,241,282,102,180,160,4,42,3,5,885,3,81,3,158,0,11,2183,4249
KARNATAKA,TUMKUR,2007,74,41,2,17,0,17,25,19,6,11,1,39,227,417,123,294,184,2,37,2,16,784,10,105,0,77,0,36,2611,4718
KARNATAKA,UDUPI,2007,12,12,1,11,0,11,7,1,6,1,1,15,117,119,54,65,142,5,22,2,8,289,1,22,2,19,0,5,1576,2389
KARNATAKA,UTTAR KANNADA,2007,19,16,3,4,0,4,7,6,1,1,0,19,70,75,15,60,63,9,20,2,8,342,1,63,2,60,0,0,1557,2341
MADHYA PRADESH,ANUPPUR,2007,22,4,1,49,0,49,6,5,1,1,1,12,94,130,30,100,9,1,21,4,15,466,3,87,3,26,0,7,703,1665
MADHYA PRADESH,ASHOK NAGAR,2007,34,29,5,81,0,81,11,9,2,1,3,22,110,228,41,187,39,7,15,0,22,906,13,173,14,43,0,75,915,2746
MADHYA PRADESH,BALAGHAT,2007,51,16,3,53,0,53,7,5,2,1,0,18,100,140,33,107,21,3,12,2,7,310,7,89,9,39,0,61,1341,2290
MADHYA PRADESH,BARWANI,2007,39,38,1,55,0,55,10,8,2,2,0,23,88,299,60,239,59,3,2,1,8,320,4,132,11,32,0,112,1262,2501
MADHYA PRADESH,BETUL,2007,51,48,0,156,0,156,18,17,1,2,0,20,154,200,63,137,8,0,19,0,20,387,13,174,14,72,0,120,1608,3084
MADHYA PRADESH,BHIND,2007,68,104,7,27,0,27,15,8,7,3,4,86,147,212,59,153,43,9,12,0,11,723,38,55,2,28,0,129,1235,2958
MADHYA PRADESH,BHOPAL,2007,74,76,1,82,0,82,48,43,5,3,1,196,978,2284,1300,984,79,20,133,5,19,1797,24,212,41,137,0,547,7308,14065
MADHYA PRADESH,BHOPAL RLY.,2007,7,2,1,1,0,1,0,0,0,2,2,9,8,962,19,943,4,0,2,0,1,3,2,14,5,1,0,1,290,1317
MADHYA PRADESH,BURHANPUR,2007,16,11,0,12,0,12,1,1,0,3,0,8,48,140,40,100,15,6,5,0,3,122,2,54,4,15,0,29,873,1367
MADHYA PRADESH,CHHATARPUR,2007,53,80,0,65,0,65,32,25,7,1,3,38,369,332,47,285,47,9,23,2,17,592,31,216,22,85,0,122,2964,5103
MADHYA PRADESH,CHHINDWARA,2007,59,28,10,116,0,116,14,13,1,2,0,13,172,289,85,204,49,7,25,0,11,1082,16,185,19,118,0,181,1484,3880
MADHYA PRADESH,DAMOH,2007,43,47,0,30,0,30,14,9,5,2,1,12,141,148,62,86,15,1,12,0,9,1211,20,148,0,50,0,73,778,2755
MADHYA PRADESH,DATIYA,2007,49,49,0,25,0,25,21,11,10,0,3,42,123,166,60,106,30,0,14,0,14,421,9,68,0,32,0,74,1348,2488
MADHYA PRADESH,DEWAS,2007,39,63,4,84,0,84,27,18,9,5,3,24,251,677,211,466,90,11,41,0,20,460,22,165,48,131,0,148,3335,5648
MADHYA PRADESH,DHAR,2007,78,58,5,82,0,82,22,18,4,2,6,19,140,465,182,283,75,25,131,0,30,679,35,157,17,56,0,187,2351,4620
MADHYA PRADESH,DINDORI,2007,15,3,3,23,0,23,0,0,0,1,0,1,35,14,9,5,7,3,3,0,1,122,3,27,1,4,0,37,272,575
MADHYA PRADESH,GUNA,2007,39,28,7,80,0,80,3,2,1,2,10,22,212,263,68,195,57,22,32,0,16,772,4,166,23,45,0,153,1545,3501
MADHYA PRADESH,GWALIOR,2007,70,139,19,74,0,74,68,46,22,4,11,198,1049,1623,982,641,186,34,95,2,22,1242,33,170,20,130,0,248,4401,9838
MADHYA PRADESH,HARDA,2007,17,23,0,38,0,38,12,7,5,0,0,20,64,158,67,91,15,9,5,0,7,446,5,41,14,34,0,0,510,1418
MADHYA PRADESH,HOSHANGABAD,2007,41,48,0,52,0,52,23,23,0,0,1,33,157,394,130,264,25,0,16,0,0,481,11,110,12,59,0,0,1711,3174
MADHYA PRADESH,INDORE,2007,111,151,4,102,0,102,49,35,14,6,3,175,936,3363,2130,1233,198,44,113,4,61,1613,21,276,55,319,0,427,8843,16874
MADHYA PRADESH,INDORE RLY.,2007,3,0,1,4,0,4,0,0,0,0,0,5,0,146,0,146,0,2,4,0,0,11,0,7,0,0,0,0,109,292
MADHYA PRADESH,JABALPUR,2007,81,156,0,77,0,77,40,31,9,1,5,104,554,1035,590,445,145,10,141,7,24,3194,42,290,65,144,0,233,4597,10945
MADHYA PRADESH,JABALPUR RLY.,2007,2,1,3,1,0,1,0,0,0,0,2,7,2,227,1,226,3,2,0,0,0,3,0,5,4,0,0,0,135,397
MADHYA PRADESH,JHABUA,2007,109,51,3,35,0,35,14,14,0,2,0,14,76,140,44,96,28,1,7,0,27,550,3,66,0,16,0,0,1153,2295
MADHYA PRADESH,KATNI,2007,37,22,2,44,0,44,15,8,7,1,1,14,106,186,93,93,18,7,33,0,7,1207,22,129,11,58,0,119,878,2917
MADHYA PRADESH,KHANDWA,2007,19,45,2,64,0,64,14,13,1,1,0,15,279,408,92,316,62,9,15,0,9,41,4,152,30,60,0,89,1852,3170
MADHYA PRADESH,KHARGON,2007,45,49,0,63,0,63,12,8,4,1,0,13,173,501,92,409,73,10,128,0,18,554,27,154,20,52,0,136,2171,4200
MADHYA PRADESH,MANDLA,2007,27,8,0,47,0,47,6,6,0,1,1,5,100,72,21,51,8,0,10,1,5,310,3,87,8,15,0,77,862,1653
MADHYA PRADESH,MANDSAUR,2007,30,37,0,40,0,40,21,12,9,2,0,38,142,287,82,205,59,28,19,1,30,316,6,132,9,62,0,79,1921,3259
MADHYA PRADESH,MORENA,2007,47,92,3,39,0,39,38,24,14,15,6,67,220,409,218,191,139,2,36,0,13,1836,26,104,2,78,0,140,1788,5100
MADHYA PRADESH,NARSINGHPUR,2007,31,34,0,49,0,49,5,5,0,0,0,11,62,155,50,105,20,2,6,0,16,960,22,134,15,39,0,101,674,2336
MADHYA PRADESH,NEEMUCH,2007,18,9,0,20,0,20,11,5,6,1,1,10,147,310,91,219,41,34,21,0,10,689,3,70,12,40,0,58,889,2394
MADHYA PRADESH,PANNA,2007,34,38,0,26,0,26,12,6,6,4,2,20,133,77,16,61,7,3,5,0,24,372,7,77,6,19,0,40,889,1795
MADHYA PRADESH,RAISEN,2007,45,70,0,75,0,75,12,12,0,5,0,20,120,241,63,178,37,1,15,0,6,380,15,148,16,42,0,148,2303,3699
MADHYA PRADESH,RAJGARH,2007,25,58,0,100,0,100,22,16,6,27,1,45,153,402,94,308,91,25,16,1,87,381,12,227,34,144,0,122,3394,5367
MADHYA PRADESH,RATLAM,2007,35,40,1,85,0,85,14,13,1,5,3,34,138,355,110,245,36,34,32,2,21,433,5,165,35,85,0,97,2126,3781
MADHYA PRADESH,REWA,2007,40,30,0,66,0,66,25,18,7,2,2,56,409,461,154,307,61,12,45,1,26,802,26,119,3,72,0,173,2258,4689
MADHYA PRADESH,SAGAR,2007,80,101,0,115,0,115,32,30,2,0,1,50,453,557,119,438,80,10,24,0,56,3029,30,345,29,125,0,164,2913,8194
MADHYA PRADESH,SATNA,2007,90,46,2,84,0,84,27,17,10,4,9,61,422,497,228,269,65,7,22,0,23,941,38,191,7,101,0,235,2380,5252
MADHYA PRADESH,SEONI,2007,40,28,3,51,0,51,7,6,1,1,0,4,96,148,52,96,37,8,30,0,7,380,8,96,23,19,0,104,1486,2576
MADHYA PRADESH,SHAHDOL,2007,29,18,1,50,0,50,8,8,0,1,2,29,196,166,37,129,15,7,18,0,10,242,10,128,9,78,0,0,1541,2558
MADHYA PRADESH,SHAJAPUR,2007,35,46,4,67,0,67,15,11,4,3,6,68,198,460,134,326,62,25,26,2,20,1216,7,163,33,65,0,141,1118,3780
MADHYA PRADESH,SHEOPUR,2007,19,23,0,13,0,13,6,3,3,0,0,11,40,81,21,60,35,0,15,0,6,225,3,38,0,27,0,33,617,1192
MADHYA PRADESH,SHIVPURI,2007,64,70,5,91,0,91,29,17,12,5,3,52,217,312,267,45,71,10,38,0,33,818,23,152,1,36,0,163,1985,4178
MADHYA PRADESH,SIDHI,2007,61,25,3,82,0,82,44,37,7,4,1,31,335,307,36,271,59,9,41,2,13,637,24,184,10,80,0,138,2514,4604
MADHYA PRADESH,SIHORE,2007,35,45,0,56,0,56,17,15,2,3,0,14,168,317,75,242,54,4,16,0,14,456,9,94,9,38,0,137,1674,3160
MADHYA PRADESH,TIKAMGARH,2007,56,35,1,63,0,63,18,15,3,4,1,35,175,207,32,175,69,3,20,0,32,1014,14,148,0,39,0,80,1498,3512
MADHYA PRADESH,UJJAIN,2007,70,131,4,79,0,79,33,29,4,7,7,123,387,970,299,671,102,36,72,1,24,717,14,168,36,199,0,130,4442,7752
MADHYA PRADESH,UMARIYA,2007,13,12,39,37,0,37,2,1,1,0,0,6,92,81,24,57,28,2,11,0,9,163,3,68,1,20,0,5,594,1186
MADHYA PRADESH,VIDISHA,2007,48,58,7,100,0,100,22,18,4,0,3,22,261,394,102,292,72,14,64,0,25,611,20,212,18,85,0,81,2169,4286
MAHARASHTRA,AHMEDNAGAR,2007,99,73,2,55,0,55,37,25,12,49,5,107,458,1344,425,919,397,44,135,7,54,772,3,132,12,475,0,575,1918,6753
MAHARASHTRA,AKOLA,2007,38,43,1,22,0,22,17,15,2,14,1,55,257,898,121,777,117,23,56,3,28,821,3,86,48,165,0,125,1246,4067
MAHARASHTRA,AMRAVATI COMMR.,2007,30,22,0,7,0,7,18,14,4,6,1,45,237,691,118,573,99,13,52,0,11,399,3,35,16,74,0,76,808,2643
MAHARASHTRA,AMRAVATI RURAL,2007,51,36,2,58,0,58,26,24,2,8,1,26,214,761,62,699,113,8,54,1,47,820,11,118,32,123,0,171,1011,3692
MAHARASHTRA,AURANGABAD COMMR.,2007,37,27,0,18,0,18,29,26,3,11,8,67,276,762,246,516,157,19,121,2,10,397,11,57,31,171,0,167,777,3155
